1494001281	0	1494001283
1494001283	25	1494001284
1494001284	50	1494001582
1494001582	49	1494001591
1494001591	48	1494001592
1494001592	47	1494001594
1494001594	42	1494001596
1494001596	31	1494001597
1494001597	30	1494001598
1494001598	25	1494001599
1494001599	17	1494001600
1494001600	12	1494001601
1494001601	3	1494001602
