30 1494022886 9537153.600000 -1.000000 -101.000000 0.000000 0.000000
30 1494022887 9537153.600000 -1.000000 -101.000000 0.000000 0.000000
30 1494022888 9537153.600000 -1.000000 -101.000000 0.000000 0.000000
30 1494022889 9537153.600000 -1.000000 -101.000000 0.000000 0.000000
30 1494022890 9537153.600000 -1.000000 -101.000000 0.000000 0.000000
30 1494022891 205390.400000 -1.000000 -101.000000 0.000000 0.000000
30 1494022892 205390.400000 -1.000000 -101.000000 0.000000 0.000000
30 1494022893 205390.400000 -1.000000 -101.000000 0.000000 0.000000
30 1494022894 205390.400000 -1.000000 -101.000000 0.000000 0.000000
30 1494022895 205390.400000 -1.000000 -101.000000 0.000000 0.000000
30 1494022896 523660.000000 -1.000000 -101.000000 0.000000 0.000000
30 1494022897 523660.000000 -1.000000 -101.000000 0.000000 0.000000
30 1494022898 523660.000000 -1.000000 -101.000000 0.000000 0.000000
30 1494022899 523660.000000 -1.000000 -101.000000 0.000000 0.000000
30 1494022900 523660.000000 -1.000000 -101.000000 0.000000 0.000000
30 1494022901 7339436.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022902 7339436.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022903 7339436.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022904 7339436.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022905 7339436.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022906 2305620.400000 -1.000000 -101.000000 0.000000 0.000000
30 1494022907 2305620.400000 -1.000000 -101.000000 0.000000 0.000000
30 1494022908 2305620.400000 -1.000000 -101.000000 0.000000 0.000000
30 1494022909 2305620.400000 -1.000000 -101.000000 0.000000 0.000000
30 1494022910 2305620.400000 -1.000000 -101.000000 0.000000 0.000000
30 1494022911 303897.600000 -1.000000 -101.000000 0.000000 0.000000
30 1494022912 303897.600000 -1.000000 -101.000000 0.000000 0.000000
30 1494022913 303897.600000 -1.000000 -101.000000 0.000000 0.000000
30 1494022914 303897.600000 -1.000000 -101.000000 0.000000 0.000000
30 1494022915 303897.600000 -1.000000 -101.000000 0.000000 0.000000
30 1494022916 4668243.200000 -1.000000 -101.000000 0.000000 0.000000
30 1494022917 4668243.200000 -1.000000 -101.000000 0.000000 0.000000
30 1494022918 4668243.200000 -1.000000 -101.000000 0.000000 0.000000
30 1494022919 4668243.200000 -1.000000 -101.000000 0.000000 0.000000
30 1494022920 4668243.200000 -1.000000 -101.000000 0.000000 0.000000
30 1494022921 4040699.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022922 4040699.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022923 4040699.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022924 4040699.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022925 4040699.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022926 1524580.600000 -1.000000 -101.000000 0.000000 0.000000
30 1494022927 1524580.600000 -1.000000 -101.000000 0.000000 0.000000
30 1494022928 1524580.600000 -1.000000 -101.000000 0.000000 0.000000
30 1494022929 1524580.600000 -1.000000 -101.000000 0.000000 0.000000
30 1494022930 1524580.600000 -1.000000 -101.000000 0.000000 0.000000
30 1494022931 3296636.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022932 3296636.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022933 3296636.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022934 3296636.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022935 3296636.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022936 3744443.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022937 3744443.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022938 3744443.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022939 3744443.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022940 3744443.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022941 2185114.400000 -1.000000 -101.000000 0.000000 0.000000
30 1494022942 2185114.400000 -1.000000 -101.000000 0.000000 0.000000
30 1494022943 2185114.400000 -1.000000 -101.000000 0.000000 0.000000
30 1494022944 2185114.400000 -1.000000 -101.000000 0.000000 0.000000
30 1494022945 2185114.400000 -1.000000 -101.000000 0.000000 0.000000
30 1494022946 2483956.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022947 2483956.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022948 2483956.800000 -1.000000 -101.000000 0.000000 0.000000
30 1494022949 2483956.800000 -1.000000 -101.000000 0.000000 0.000000
