14 1494022881 0.709003 9.800000 0.184857 1.978441 7.558852
20 1494022881 0.000361 10.000000 0.000258 0.000855 0.000001
17 1494022881 0.840270 9.000000 0.367481 1.082073 6.933513
14 1494022882 0.709003 9.800000 0.184857 1.978441 7.558852
20 1494022882 0.000361 10.000000 0.000258 0.000855 0.000001
17 1494022882 0.840270 9.000000 0.367481 1.082073 6.933513
14 1494022883 0.709003 9.800000 0.184857 1.978441 7.558852
17 1494022883 0.840270 9.000000 0.367481 1.082073 6.933513
20 1494022883 0.000361 10.000000 0.000258 0.000855 0.000001
14 1494022884 0.709003 9.800000 0.184857 1.978441 7.558852
20 1494022884 0.000361 10.000000 0.000258 0.000855 0.000001
17 1494022884 0.840270 9.000000 0.367481 1.082073 6.933513
14 1494022885 0.709003 9.800000 0.184857 1.978441 7.558852
20 1494022885 0.000361 10.000000 0.000258 0.000855 0.000001
17 1494022885 0.840270 9.000000 0.367481 1.082073 6.933513
26 1494022886 5.598993 3.800000 4.315827 6.352503 120.782994
17 1494022886 2.317749 0.600000 0.809908 5.296101 5.884490
23 1494022886 4.698929 3.800000 3.576436 5.478412 85.342794
26 1494022887 5.598993 3.800000 4.315827 6.352503 120.782994
17 1494022887 2.317749 0.600000 0.809908 5.296101 5.884490
23 1494022887 4.698929 3.800000 3.576436 5.478412 85.342794
17 1494022888 2.317749 0.600000 0.809908 5.296101 5.884490
23 1494022888 4.698929 3.800000 3.576436 5.478412 85.342794
26 1494022888 5.598993 3.800000 4.315827 6.352503 120.782994
26 1494022889 5.598993 3.800000 4.315827 6.352503 120.782994
17 1494022889 2.317749 0.600000 0.809908 5.296101 5.884490
23 1494022889 4.698929 3.800000 3.576436 5.478412 85.342794
26 1494022890 5.598993 3.800000 4.315827 6.352503 120.782994
17 1494022890 2.317749 0.600000 0.809908 5.296101 5.884490
23 1494022890 4.698929 3.800000 3.576436 5.478412 85.342794
14 1494022891 7.520281 0.200000 7.520281 7.520281 11.310925
42 1494022891 0.814915 8.400000 0.342356 1.488888 6.307457
26 1494022891 6.982140 5.800000 6.022735 9.526861 285.564073
45 1494022891 2.257593 9.400000 1.186909 3.054866 50.393212
17 1494022891 3.805924 0.400000 1.068495 6.543352 8.791428
48 1494022891 3.016143 0.200000 3.016143 3.016143 1.819424
51 1494022891 0.509561 0.200000 0.509561 0.509561 0.051930
23 1494022891 6.027708 5.800000 4.230434 6.563217 212.258352
14 1494022892 7.520281 0.200000 7.520281 7.520281 11.310925
42 1494022892 0.814915 8.400000 0.342356 1.488888 6.307457
26 1494022892 6.982140 5.800000 6.022735 9.526861 285.564073
45 1494022892 2.257593 9.400000 1.186909 3.054866 50.393212
17 1494022892 3.805924 0.400000 1.068495 6.543352 8.791428
48 1494022892 3.016143 0.200000 3.016143 3.016143 1.819424
51 1494022892 0.509561 0.200000 0.509561 0.509561 0.051930
23 1494022892 6.027708 5.800000 4.230434 6.563217 212.258352
42 1494022893 0.814915 8.400000 0.342356 1.488888 6.307457
14 1494022893 7.520281 0.200000 7.520281 7.520281 11.310925
45 1494022893 2.257593 9.400000 1.186909 3.054866 50.393212
48 1494022893 3.016143 0.200000 3.016143 3.016143 1.819424
17 1494022893 3.805924 0.400000 1.068495 6.543352 8.791428
23 1494022893 6.027708 5.800000 4.230434 6.563217 212.258352
51 1494022893 0.509561 0.200000 0.509561 0.509561 0.051930
26 1494022893 6.982140 5.800000 6.022735 9.526861 285.564073
14 1494022894 7.520281 0.200000 7.520281 7.520281 11.310925
42 1494022894 0.814915 8.400000 0.342356 1.488888 6.307457
26 1494022894 6.982140 5.800000 6.022735 9.526861 285.564073
45 1494022894 2.257593 9.400000 1.186909 3.054866 50.393212
17 1494022894 3.805924 0.400000 1.068495 6.543352 8.791428
48 1494022894 3.016143 0.200000 3.016143 3.016143 1.819424
51 1494022894 0.509561 0.200000 0.509561 0.509561 0.051930
23 1494022894 6.027708 5.800000 4.230434 6.563217 212.258352
14 1494022895 7.520281 0.200000 7.520281 7.520281 11.310925
42 1494022895 0.814915 8.400000 0.342356 1.488888 6.307457
26 1494022895 6.982140 5.800000 6.022735 9.526861 285.564073
45 1494022895 2.257593 9.400000 1.186909 3.054866 50.393212
17 1494022895 3.805924 0.400000 1.068495 6.543352 8.791428
48 1494022895 3.016143 0.200000 3.016143 3.016143 1.819424
51 1494022895 0.509561 0.200000 0.509561 0.509561 0.051930
23 1494022895 6.027708 5.800000 4.230434 6.563217 212.258352
14 1494022896 0.901588 3.200000 0.469660 1.235300 2.734418
57 1494022896 1.749681 7.000000 1.136162 2.122549 21.737458
42 1494022896 2.506589 1.600000 0.221619 4.190111 14.027968
60 1494022896 0.143461 4.000000 0.020321 1.793403 0.659844
26 1494022896 7.695584 0.400000 4.782447 10.608721 27.083351
45 1494022896 1.659814 0.600000 1.369625 1.813434 1.678281
17 1494022896 0.559519 0.800000 0.428024 0.748200 0.263060
63 1494022896 0.871699 4.600000 0.551447 1.193120 3.608054
48 1494022896 3.274481 9.000000 2.470656 4.172703 97.972961
