33 1494022886 261.200000 -1.000000 -101.000000 0.000000 0.000000
33 1494022887 261.200000 -1.000000 -101.000000 0.000000 0.000000
33 1494022888 261.200000 -1.000000 -101.000000 0.000000 0.000000
33 1494022889 261.200000 -1.000000 -101.000000 0.000000 0.000000
33 1494022890 261.200000 -1.000000 -101.000000 0.000000 0.000000
33 1494022891 51.400000 -1.000000 -101.000000 0.000000 0.000000
33 1494022892 51.400000 -1.000000 -101.000000 0.000000 0.000000
33 1494022893 51.400000 -1.000000 -101.000000 0.000000 0.000000
33 1494022894 51.400000 -1.000000 -101.000000 0.000000 0.000000
33 1494022895 51.400000 -1.000000 -101.000000 0.000000 0.000000
33 1494022896 137.000000 -1.000000 -101.000000 0.000000 0.000000
33 1494022897 137.000000 -1.000000 -101.000000 0.000000 0.000000
33 1494022898 137.000000 -1.000000 -101.000000 0.000000 0.000000
64 1494022896 6.800000 -1.000000 -101.000000 0.000000 0.000000
64 1494022897 6.800000 -1.000000 -101.000000 0.000000 0.000000
64 1494022898 6.800000 -1.000000 -101.000000 0.000000 0.000000
33 1494022899 137.000000 -1.000000 -101.000000 0.000000 0.000000
33 1494022900 137.000000 -1.000000 -101.000000 0.000000 0.000000
33 1494022901 194.400000 -1.000000 -101.000000 0.000000 0.000000
33 1494022902 194.400000 -1.000000 -101.000000 0.000000 0.000000
33 1494022903 194.400000 -1.000000 -101.000000 0.000000 0.000000
64 1494022899 6.800000 -1.000000 -101.000000 0.000000 0.000000
64 1494022900 6.800000 -1.000000 -101.000000 0.000000 0.000000
64 1494022901 2.600000 -1.000000 -101.000000 0.000000 0.000000
64 1494022902 2.600000 -1.000000 -101.000000 0.000000 0.000000
64 1494022903 2.600000 -1.000000 -101.000000 0.000000 0.000000
33 1494022904 194.400000 -1.000000 -101.000000 0.000000 0.000000
33 1494022905 194.400000 -1.000000 -101.000000 0.000000 0.000000
33 1494022906 147.400000 -1.000000 -101.000000 0.000000 0.000000
33 1494022907 147.400000 -1.000000 -101.000000 0.000000 0.000000
33 1494022908 147.400000 -1.000000 -101.000000 0.000000 0.000000
64 1494022904 2.600000 -1.000000 -101.000000 0.000000 0.000000
64 1494022905 2.600000 -1.000000 -101.000000 0.000000 0.000000
64 1494022906 0.600000 -1.000000 -101.000000 0.000000 0.000000
64 1494022907 0.600000 -1.000000 -101.000000 0.000000 0.000000
64 1494022908 0.600000 -1.000000 -101.000000 0.000000 0.000000
33 1494022909 147.400000 -1.000000 -101.000000 0.000000 0.000000
33 1494022910 147.400000 -1.000000 -101.000000 0.000000 0.000000
